valence,year,acousticness,danceability,duration_ms,energy,explicit,instrumentalness,key,liveness,loudness,mode,popularity,speechiness,tempo
1,-0.028245108021960813,-0.1841010312455107,0.5589464770684028,-0.19181292158752958,0.35387597916866204,-0.01861257895899896,-0.19850096732369568,0.028472941473389628,0.0038323579142530103,0.3135116176817024,0.015641154787325553,0.014200433403751303,0.046380979285338984,0.17168859843592424
-0.028245108021960813,1,-0.6142500654012174,0.18851547335752572,0.07971269883522308,0.5302717624273416,0.22088052190290833,-0.27237097026743656,0.007539701768249492,-0.057318201923730355,0.4876968825589883,-0.03238485627652454,0.8624420111063585,-0.16781586416816938,0.14104805681588217
-0.1841010312455107,-0.6142500654012174,1,-0.26685210389929925,-0.07637323324543774,-0.7493929916853851,-0.2460074690539315,0.32981932794518454,-0.020549759435614597,-0.02448248133721874,-0.5616963835982532,0.04716826462509377,-0.5731617749444367,-0.04398031985571822,-0.2071196922378642
0.5589464770684028,0.18851547335752572,-0.26685210389929925,1,-0.139937252885233,0.22196693929946595,0.24175696732624705,-0.2780634962103857,0.024438584548218192,-0.10019299074260919,0.28505666167333105,-0.04595592374456452,0.19960616547094628,0.23549141249736136,0.0018006018582401985
-0.19181292158752958,0.07971269883522308,-0.07637323324543774,-0.139937252885233,1,0.04211868425298321,-0.048879810328471385,0.08477041809092747,-0.0042664775682373385,0.047167611880336836,-0.0030370376805156636,-0.04608502661578529,0.05959666650440124,-0.08460390635685906,-0.025472313921924394
0.35387597916866204,0.5302717624273416,-0.7493929916853851,0.22196693929946595,0.04211868425298321,1,0.13272340621529455,-0.28110143598828224,0.027704936187758055,0.12619176765815548,0.7823619574330025,-0.03925988897746208,0.4850050396532581,-0.07055488125592184,0.25086527376127243
-0.01861257895899896,0.22088052190290833,-0.2460074690539315,0.24175696732624705,-0.048879810328471385,0.13272340621529455,1,-0.1409866141495256,0.0054319684604085365,0.03963978695860179,0.14030002225294763,-0.07887162755776377,0.19154277307896445,0.41407048142500397,0.011969449574599894
-0.19850096732369568,-0.27237097026743656,0.32981932794518454,-0.2780634962103857,0.08477041809092747,-0.28110143598828224,-0.1409866141495256,1,-0.014590801759295995,-0.04719264678585307,-0.4086112645072113,-0.03654292561394228,-0.2967502543259351,-0.12169983628868161,-0.10536138774707078
0.028472941473389628,0.007539701768249492,-0.020549759435614597,0.024438584548218192,-0.0042664775682373385,0.027704936187758055,0.0054319684604085365,-0.014590801759295995,1,2.054394177681269e-4,0.017384981970650557,-0.11625960759155289,0.007825642605897739,0.023784043340203547,0.002628996712135542
0.0038323579142530103,-0.057318201923730355,-0.02448248133721874,-0.10019299074260919,0.047167611880336836,0.12619176765815548,0.03963978695860179,-0.04719264678585307,2.054394177681269e-4,1,0.05642173648808741,0.002640717907018855,-0.07646407487238249,0.13466742994587277,0.007713504336212369
0.3135116176817024,0.4876968825589883,-0.5616963835982532,0.28505666167333105,-0.0030370376805156636,0.7823619574330025,0.14030002225294763,-0.4086112645072113,0.017384981970650557,0.05642173648808741,1,-0.010726939632845644,0.4570506159216538,-0.13929570294751284,0.2097744560940156
0.015641154787325553,-0.03238485627652454,0.04716826462509377,-0.04595592374456452,-0.04608502661578529,-0.03925988897746208,-0.07887162755776377,-0.03654292561394228,-0.11625960759155289,0.002640717907018855,-0.010726939632845644,1,-0.028897057067006897,-0.0577960718529186,0.01163658339813555
0.014200433403751303,0.8624420111063585,-0.5731617749444367,0.19960616547094628,0.05959666650440124,0.4850050396532581,0.19154277307896445,-0.2967502543259351,0.007825642605897739,-0.07646407487238249,0.4570506159216538,-0.028897057067006897,1,-0.17197871776654758,0.13331015465969306
0.046380979285338984,-0.16781586416816938,-0.04398031985571822,0.23549141249736136,-0.08460390635685906,-0.07055488125592184,0.41407048142500397,-0.12169983628868161,0.023784043340203547,0.13466742994587277,-0.13929570294751284,-0.0577960718529186,-0.17197871776654758,1,-0.011523179768502985
0.17168859843592424,0.14104805681588217,-0.2071196922378642,0.0018006018582401985,-0.025472313921924394,0.25086527376127243,0.011969449574599894,-0.10536138774707078,0.002628996712135542,0.007713504336212369,0.2097744560940156,0.01163658339813555,0.13331015465969306,-0.011523179768502985,1
